Periods,Solar PV
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,21.335577383028426
9,57.73935079000999
10,268.03301673215145
11,592.9765503700422
12,724.2574103837939
13,799.8987445283243
14,812.95455844612
15,767.9202771494415
16,662.2316059981164
17,488.6040061291367
18,272.45305715445164
19,90.12765757084956
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,29.637198402195686
33,52.75965062753677
34,404.12056999687337
35,615.7590853836097
36,739.1478139294703
37,813.1260773830321
38,764.2550351168691
39,768.0591173531564
40,619.9717704311638
41,463.60348132991265
42,301.64872818725286
43,83.14124915281683
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,29.536094187517815
57,235.3001176907183
58,285.6012782476071
59,611.8878039086616
60,742.299197128787
61,790.7457247202262
62,823.0233621669523
63,766.334355876266
64,664.9305336923416
65,509.5485399673275
66,175.69003293871143
67,43.1062605851535
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,28.61467422970487
81,191.55182564446844
82,411.8499849200308
83,607.0699942679059
84,743.2144909687402
85,811.7937256765866
86,809.6077711235653
87,631.856042102859
88,100.68691064527275
89,272.68174075372445
90,174.03427922105715
91,76.12993188369396
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,27.679207456278796
105,234.06123671387394
106,446.46684308017706
107,624.2364403703803
108,751.3384990710148
109,820.1572122884276
110,828.4832806363295
111,775.2621726918001
112,670.9056978455159
113,512.5104308961908
114,305.6268657362585
115,98.01162838953064
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,27.580558994554305
129,226.80097883377383
130,439.1940445623787
131,616.7886797252926
132,746.7373858143108
133,802.6744863109435
134,821.85247601772
135,769.5708865961802
136,670.9412904536455
137,512.4991472822064
138,309.0980589066102
139,94.87670306985805
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,26.49993282156317
153,224.1688889621273
154,436.5961243422365
155,615.5559075684791
156,749.7297188997035
157,823.8854173080985
158,834.5404719010077
159,779.5481990011347
160,680.5512043940358
161,519.7420280947005
162,310.6138055874356
163,93.22803062956022
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,22.562634429452494
177,214.75798787976888
178,401.6821014149754
179,590.4504036937815
180,727.6784653488428
181,815.8238437369623
182,826.4480109017412
183,777.7482801226191
184,674.7776722061818
185,517.2744060663894
